童装店	296	23	19	3.090459923616198	2.7949796238706957	21.586907798129687
快递物流	64	6	7	1.7478680974667578	1.945910149055314	9.151197575520579
光伏行业	32	2	2	0.6931471805599454	0.6931471805599454	152.5216163371714
实体娃娃	32	4	4	1.3862943611198908	1.3862943611198908	314.11946308724833
童装批	48	6	2	1.791759469228055	0.4505612088663047	21.97464669702803
万报警	24	2	2	0.6365141682948132	0.6931471805599454	84.994794188862
五十吨	32	3	4	1.09861228866811	1.3862943611198908	122.6675402961604
业成功	48	5	3	1.5607104090414063	1.09861228866811	8.09849290285866
亿合门窗	64	3	3	1.039720770839918	1.039720770839918	2496.2026666666666
油批发价	16	2	2	0.6931471805599454	0.6931471805599454	24.666034255599474
旧村改造	16	2	2	0.6931471805599454	0.6931471805599454	2040.8633720930231
阳收购	16	2	2	0.6931471805599454	0.6931471805599454	8.586802837573385
彩粒漆	24	2	2	0.6365141682948132	0.6931471805599454	3492.820895522388
春节期间	24	2	2	0.6365141682948132	0.6365141682948132	1047.8462686567163
五十岁	16	2	2	0.6931471805599454	0.6931471805599454	600.0487179487179
车师傅	16	2	2	0.6931471805599454	0.6931471805599454	7.772307590116022
业急需	16	2	2	0.6931471805599454	0.6931471805599454	5.259366080592119
网络投票	56	6	2	1.7478680974667578	0.4505612088663047	281.27283653846155
乐官方	16	2	2	0.6931471805599454	0.6931471805599454	42.226452544207866
商标注册	48	3	4	1.039720770839918	1.3321790402101223	139.4907609775482
中心招	16	2	2	0.6931471805599454	0.6931471805599454	5.690569983464643
蒙古包	16	2	2	0.6931471805599454	0.6931471805599454	130.98078358208954
达制衣	16	2	2	0.6931471805599454	0.6931471805599454	56.88817761931772
相关部门	24	2	2	0.6365141682948132	0.6365141682948132	329.81067961165047
商业住房	24	3	3	1.09861228866811	1.09861228866811	139.4907609775482
五分钟	32	2	3	0.6931471805599454	1.09861228866811	229.58044473512103
总投资	104	9	6	2.145841752594755	1.5941666991180172	11.022101589295204
县化肥厂	24	3	3	1.09861228866811	1.09861228866811	185.40237676056336
灯饰厂	24	3	2	1.09861228866811	0.6931471805599454	17.871321657672333
企业咨询	16	2	2	0.6931471805599454	0.6931471805599454	15.167312989468
微电子	72	6	2	1.6769877743224173	0.37677016125643625	7.3057372784349095
亿中景	32	2	2	0.6931471805599454	0.6931471805599454	2525.384892086331
加盟店需	48	6	2	1.791759469228055	0.4505612088663047	27.82241861018091
二十吨	32	2	4	0.6931471805599454	1.3862943611198908	54.98889737414087
蔬菜水	32	3	2	1.09861228866811	0.5623351446188081	44.967622097678145
性支出	16	2	2	0.6931471805599454	0.6931471805599454	348.5018615040953
废铁价	32	3	2	1.09861228866811	0.5623351446188081	104.40673681079674
植草格	24	2	3	0.6931471805599454	1.09861228866811	487.53958333333327
桥附近	80	9	5	2.163955656882057	1.464816384890813	55.56006647673314
运动专	32	4	2	1.3862943611198908	0.6365141682948132	108.71962833914054
钢集团	56	3	6	1.0042424730540764	1.791759469228055	7.747996153118495
二十四	64	7	3	1.945910149055314	0.7356219397587949	163.022640195054
投资干洗店	24	2	3	0.6931471805599454	1.09861228866811	17.367331288343557
文化广场	40	4	2	1.3321790402101223	0.5623351446188081	145.3173124689518
二十元	56	5	4	1.5498260458782025	1.3862943611198908	52.40013434841021
二十六	16	2	2	0.6931471805599454	0.6931471805599454	79.11392832995267
二十八	64	2	2	0.37677016125643625	0.37677016125643625	300.26495589414594
店链接	24	2	2	0.6365141682948132	0.6931471805599454	11.511521518129447
云动力	120	3	3	1.09861228866811	0.8760057656431735	737.454831932773
淘宝代理	56	3	6	1.039720770839918	1.7478680974667578	6.955663720822269
